# ----------------------------------------
# Aerlingus.com All Website Traffic (excluding internal EI traffic) UA
# New Custom Report
# 20180212-20180212
# ----------------------------------------

Transaction ID,Booked Origin Airport,Booked Destination Airport,trans_Date,Quantity
27N73F|090a94416153facd8da66691ff66d36d4f7d6308,DUB,EDI,2018-02-12T09:38:35.345Z,2
27N73F|090a94416153facd8da66691ff66d36d4f7d6308,EDI,DUB,2018-02-12T09:38:35.345Z,2
27N75J|99495309bddea977e550bfa8a82d2705c7c909cf,AMS,DUB,2018-02-12T09:41:29.190Z,2
27N75J|99495309bddea977e550bfa8a82d2705c7c909cf,DUB,AMS,2018-02-12T09:41:29.190Z,2
27YL26|166e834418e65946481b4073120d7140e16f662e,DUB,JFK,2018-02-12T00:00:09.457Z,2
27YL26|166e834418e65946481b4073120d7140e16f662e,JFK,DUB,2018-02-12T00:00:09.457Z,2
27YP82|a56732856fab640b148010b25f68092c80e71954,EDI,SNN,2018-02-12T02:21:53.912Z,2
27YPJN|b9fedf2472d9868243a06a2462975a4b25225c80,GLA,DUB,2018-02-12T02:38:24.293Z,2
27YTVF|123b11c9df2e6dce375476724bbd9c4d0d9cd761,LHR,DUB,2018-02-12T06:43:33.404Z,2
27YVX6|3d44d5a6afabdf13058daffd1ca5a6b7973ecac5,DUB,BRS,2018-02-12T07:42:58.802Z,2
27YWNJ|bd5daf89626e3f0d5dd49177465448c085ed026f,DUB,LHR,2018-02-12T08:09:45.707Z,2
27YWNJ|bd5daf89626e3f0d5dd49177465448c085ed026f,LHR,DUB,2018-02-12T08:09:45.707Z,2
27YXLB|b89c0deb7a1f4f3fcb9a2c1e24c544b013caa657,DUB,LHR,2018-02-12T08:34:58.417Z,2
27YXLB|b89c0deb7a1f4f3fcb9a2c1e24c544b013caa657,LHR,DUB,2018-02-12T08:34:58.417Z,2
27YY42|d93521bed59c80c91ae12ea8bc989ea4d883bfed,VRN,DUB,2018-02-12T08:49:12.950Z,2
28A6VS|8d59f51df1d1f32b7403908484484bacd077ea9d,LHR,ORD,2018-02-12T00:12:06.559Z,2
28A6VS|8d59f51df1d1f32b7403908484484bacd077ea9d,ORD,LHR,2018-02-12T00:12:06.559Z,2
28A8KS|b457169abd7fb329e846df49764082c0489ef967,BOS,SNN,2018-02-12T01:13:14.444Z,2
28A8KS|b457169abd7fb329e846df49764082c0489ef967,SNN,BOS,2018-02-12T01:13:14.444Z,2
28A8WS|20c47761cc1b47ef8caa3b7569cc4ea27c861e29,FRA,ORD,2018-02-12T01:26:44.397Z,2
28A8WS|20c47761cc1b47ef8caa3b7569cc4ea27c861e29,ORD,BCN,2018-02-12T01:26:44.397Z,2
28AAF2|2944231afcfacb9e0bf6135751c39fca972e8d90,EDI,DUB,2018-02-12T01:57:29.823Z,2
28ABEJ|65c208f7e8dc907a89ca9393303872264aded489,DUB,CDG,2018-02-12T03:01:15.724Z,2
28ABJ2|5c5523aa4b391761ff76dbd7d3d4eeac4352a4e3,DUB,YYZ,2018-02-12T03:18:38.735Z,2
28ABJ2|5c5523aa4b391761ff76dbd7d3d4eeac4352a4e3,YYZ,DUB,2018-02-12T03:18:38.735Z,2
28ACB2|cda264a788a4e025829e1f74b41609510ec2fe3b,DUB,PBI,2018-02-12T04:08:58.251Z,2
28ACB2|cda264a788a4e025829e1f74b41609510ec2fe3b,PBI,DUB,2018-02-12T04:08:58.251Z,2
28ACEN|431943bf699c83e3b791e9c58642db5ace807697,DUB,YUL,2018-02-12T04:17:28.151Z,2
28ACEN|431943bf699c83e3b791e9c58642db5ace807697,YUL,DUB,2018-02-12T04:17:28.151Z,2
28AIS2|60242b842e9974811f7851ac56d6d5a73a229729,DUB,LGW,2018-02-12T08:35:18.770Z,2
28AIWS|382759490d0bbbd58510039881bd864c37b1fa78,DUB,FCO,2018-02-12T08:39:51.395Z,2
28AIWS|382759490d0bbbd58510039881bd864c37b1fa78,FCO,DUB,2018-02-12T08:39:51.395Z,2
28AKN6|a6182b1133e4d243cbe27f4d9123e9a13ce1425a,AGP,DUB,2018-02-12T09:22:27.605Z,2
28AKN6|a6182b1133e4d243cbe27f4d9123e9a13ce1425a,DUB,AGP,2018-02-12T09:22:27.605Z,2
28ALDS|881f691fad670935a4bad5f891ac85bc5d59908e,DUB,FCO,2018-02-12T09:35:46.347Z,2
28ALDS|881f691fad670935a4bad5f891ac85bc5d59908e,FCO,DUB,2018-02-12T09:35:46.347Z,2
28DID6|9b464ca85deefdd0320e809d3ebdd7efc0e25df8,BDL,DUB,2018-02-12T00:39:28.607Z,2
28DID6|9b464ca85deefdd0320e809d3ebdd7efc0e25df8,DUB,BDL,2018-02-12T00:39:28.607Z,2
28DIL6|974a3acc5a2c8af5dc04e8b4ef69c919e1d828a7,DUB,SFO,2018-02-12T00:54:16.400Z,2
28DIL6|974a3acc5a2c8af5dc04e8b4ef69c919e1d828a7,SFO,DUB,2018-02-12T00:54:16.400Z,2
28DIMB|5f8acfd646fba087ddbe09f87b52f88f62a119dc,DUB,EWR,2018-02-12T00:56:34.195Z,2
28DIMB|5f8acfd646fba087ddbe09f87b52f88f62a119dc,EWR,DUB,2018-02-12T00:56:34.195Z,2
28DJA6|633b0f50e6223b632c1c501e68ee8752cc0c4577,EDI,SNN,2018-02-12T01:30:06.046Z,2
28DJFJ|4ba1b6cdf015301221e6829aa5c01aeb120f2704,DUB,JFK,2018-02-12T01:36:34.443Z,2
28DJFJ|4ba1b6cdf015301221e6829aa5c01aeb120f2704,JFK,DUB,2018-02-12T01:36:34.443Z,2
28DJMF|319f4bba8b44aa074af1264226892450a3994484,DUB,YOW,2018-02-12T01:50:18.324Z,2
28DJMF|319f4bba8b44aa074af1264226892450a3994484,YOW,DUB,2018-02-12T01:50:18.324Z,2
28DJVF|b19bb39e03a9a5faf2ee020756cc147dafa4b09b,BRU,DUB,2018-02-12T02:18:17.314Z,2
28DK26|6422de816ef41bc294723d948b4de1ec0a690a0b,LHR,DUB,2018-02-12T02:29:41.533Z,2
28DLPJ|d0238186141f824bcea6039640c9480b1e4e55fd,DUB,TXL,2018-02-12T04:16:46.741Z,2
28DLPJ|d0238186141f824bcea6039640c9480b1e4e55fd,TXL,DUB,2018-02-12T04:16:46.741Z,2
28DRP2|26fa42067a2dfd43a0ed910ab302272a90c9f353,CDG,ORK,2018-02-12T07:52:28.686Z,2
28DRP2|26fa42067a2dfd43a0ed910ab302272a90c9f353,ORK,CDG,2018-02-12T07:52:28.686Z,2
28DT6J|2d9127258177f9b277fd51b0f577c87c2e96fa72,DUB,VIE,2018-02-12T08:41:17.575Z,2
28DT6J|2d9127258177f9b277fd51b0f577c87c2e96fa72,VIE,DUB,2018-02-12T08:41:17.575Z,2
28DUA2|331cab679fb00edb3550c657c2040cd584b77046,DUB,LHR,2018-02-12T09:01:15.979Z,2
28DUA2|331cab679fb00edb3550c657c2040cd584b77046,LHR,DUB,2018-02-12T09:01:15.979Z,2
28LW4W|83ac22b8a764888b27a6cf3588dacc4b14f61d74,BOS,DUB,2018-02-12T00:01:50.823Z,2
28LW4W|83ac22b8a764888b27a6cf3588dacc4b14f61d74,SNN,BOS,2018-02-12T00:01:50.823Z,2
28LWAF|3568522ae521bd7c65aa31e87d84ed6a5c4d5c86,DUB,FRA,2018-02-12T00:12:29.027Z,2
28LX6B|b157a9c1a160ed8569780a19bab0db5ee0f13304,BOS,DUB,2018-02-12T00:25:23.434Z,2
28LX6B|b157a9c1a160ed8569780a19bab0db5ee0f13304,SNN,BOS,2018-02-12T00:25:23.434Z,2
28LXHW|d1266b499e650fe67e17d637b965f0ad8363ae22,CDG,DUB,2018-02-12T00:36:26.725Z,2
28LXJW|a2d8fe6b42bd14d36b96f89e6d168e37947a9035,DUB,VCE,2018-02-12T00:40:19.871Z,2
28LXJW|a2d8fe6b42bd14d36b96f89e6d168e37947a9035,VCE,DUB,2018-02-12T00:40:19.871Z,2
28LXNF|579a78f094bcd6eb24d42b8afdecbb3164bfe61d,DUB,MCO,2018-02-12T00:47:27.228Z,2
28LXNF|579a78f094bcd6eb24d42b8afdecbb3164bfe61d,MCO,DUB,2018-02-12T00:47:27.228Z,2
28LXNW|6d68a99faac82a53e0a4036533208832b4b03466,AGP,DUB,2018-02-12T00:50:42.525Z,2
28LXNW|6d68a99faac82a53e0a4036533208832b4b03466,DUB,AGP,2018-02-12T00:50:42.525Z,2
28LYRS|39450b09126cbb9bcb598cbc4032143899c2706c,BOS,SNN,2018-02-12T01:41:47.456Z,2
28LYRS|39450b09126cbb9bcb598cbc4032143899c2706c,SNN,BOS,2018-02-12T01:41:47.456Z,2
28LZ8N|c82d8e67de63c2c547d8d40e5cf46cb37c99ade2,DUB,FRA,2018-02-12T02:16:29.456Z,2
28M2JB|544fbd9466edf8bfc2a470fff3c8b5a03378d03f,LHR,DUB,2018-02-12T03:38:47.223Z,2
28M372|6518d85bfd0c8dec32b45e152bf1b2980f30e84e,FCO,DUB,2018-02-12T04:11:59.721Z,2
28M58N|bd27e5d68c7f4168ed5d5bc4303d2b7a6a495eea,ZRH,DUB,2018-02-12T06:12:23.424Z,2
28M8CN|ac2305eb0baacef2a5dc367060793a67b64d9466,DUB,LYS,2018-02-12T08:02:33.371Z,2
28M8CN|ac2305eb0baacef2a5dc367060793a67b64d9466,LYS,DUB,2018-02-12T08:02:33.371Z,2
28M8PB|6aeebd3144ff5a7f97d689a2c26ffa0dcef2df47,BRS,DUB,2018-02-12T08:12:36.669Z,2
28M8PB|6aeebd3144ff5a7f97d689a2c26ffa0dcef2df47,DUB,BRS,2018-02-12T08:12:36.669Z,2
2ETVPF|c343b59b6044726f02fb44a320a8a6ad718bf9e8,EDI,YYZ,2018-02-12T00:20:12.967Z,2
2ETVPF|c343b59b6044726f02fb44a320a8a6ad718bf9e8,YYZ,EDI,2018-02-12T00:20:12.967Z,2
2ETWTS|fa7059fc28e1ee593290737a563edb1e686a9e1a,DBV,DUB,2018-02-12T00:40:30.034Z,2
2ETWTS|fa7059fc28e1ee593290737a563edb1e686a9e1a,DUB,DBV,2018-02-12T00:40:30.034Z,2
2ETX2B|09fad64e465cb86a65d7cbe00c4fd02aa02e3342,BHD,LHR,2018-02-12T00:51:14.677Z,2
2ETXDS|83bf3d6b1d414b10825df79868276c01dd55d5f0,DUB,MXP,2018-02-12T01:13:26.691Z,2
2ETY5W|8ff4fac7c187165f526e64fc7b4b45495a9ccd0d,DUB,TFS,2018-02-12T01:54:34.711Z,2
2ETZHN|9e6f43b156a51267d64d7fe30a5018de8dff9d27,FLL,SNN,2018-02-12T03:50:03.178Z,2
2ETZHN|9e6f43b156a51267d64d7fe30a5018de8dff9d27,SNN,FLL,2018-02-12T03:50:03.178Z,2
2ETZUW|7c45fe1d2aa6d04d56b3d003738f30f6895fdedf,DUB,ORD,2018-02-12T04:06:24.206Z,2
2ETZUW|7c45fe1d2aa6d04d56b3d003738f30f6895fdedf,ORD,DUB,2018-02-12T04:06:24.206Z,2
2ETZVS|a42b7301394a645f87a88e416749de8456fc4dd6,DUB,CDG,2018-02-12T04:06:24.209Z,2
2EU2EJ|38934702cfc3406afae2045800fd302b65fa1e6b,DUB,MUC,2018-02-12T04:48:43.210Z,2
2EU2EJ|38934702cfc3406afae2045800fd302b65fa1e6b,MUC,DUB,2018-02-12T04:48:43.210Z,2
2EU7VF|e70d2b4c2e50613e001f979a57194b97e6b37eee,BHD,LHR,2018-02-12T08:31:33.894Z,2
2EU8UB|2bc13661a27b2573e272fd9c506c39cf31d09d72,DUB,LGW,2018-02-12T08:57:53.831Z,2
2EUA5W|a2b18eacf1dab8878c29c149dd4f0a9cbb27971b,DUB,IOM,2018-02-12T09:05:29.630Z,2
2EUA5W|a2b18eacf1dab8878c29c149dd4f0a9cbb27971b,IOM,DUB,2018-02-12T09:05:29.630Z,2
2EUABB|dbf113a1c2032cdbed5904e48703b5fbe6b00673,DUB,LHR,2018-02-12T09:09:59.498Z,2
2EUABB|dbf113a1c2032cdbed5904e48703b5fbe6b00673,LHR,DUB,2018-02-12T09:09:59.498Z,2
2EUAGF|630e51805ca8f1927036ac9527215d8134e5e7db,DUB,LGW,2018-02-12T09:15:28.568Z,2
2EUAGF|630e51805ca8f1927036ac9527215d8134e5e7db,LGW,DUB,2018-02-12T09:15:28.568Z,2
2EUBP2|280b0f966fb362be681b40563312a1946f6e4ffa,AGP,DUB,2018-02-12T09:40:31.140Z,2
2EUBP2|280b0f966fb362be681b40563312a1946f6e4ffa,DUB,AGP,2018-02-12T09:40:31.140Z,2
2EUC2J|fce7e6ab046721c8a656cb2beaed414f42f9d989,DUB,LHR,2018-02-12T09:50:39.972Z,2
2EUC2J|fce7e6ab046721c8a656cb2beaed414f42f9d989,LHR,DUB,2018-02-12T09:50:39.972Z,2
2HGA2F|bfacaee07a64b90cc5a6f13892aefc0ac1a3c426,BOS,EDI,2018-02-12T00:58:06.562Z,2
2HGA2F|bfacaee07a64b90cc5a6f13892aefc0ac1a3c426,SNN,BOS,2018-02-12T00:58:06.562Z,2
2HGA4W|9e7a560463009a86c060e1f9c6a04f09b0f2faad,DUB,KIR,2018-02-12T01:03:21.224Z,2
2HGA4W|9e7a560463009a86c060e1f9c6a04f09b0f2faad,KIR,DUB,2018-02-12T01:03:21.224Z,2
2HGAKF|2cfedb2d224b90a3e6b2971709e81169b6b4b294,DUB,JFK,2018-02-12T01:20:14.592Z,2
2HGAKF|2cfedb2d224b90a3e6b2971709e81169b6b4b294,JFK,DUB,2018-02-12T01:20:14.592Z,2
2HGCKW|10abcca8442975006729f04adbea78f7428b7407,BRU,DUB,2018-02-12T03:02:08.573Z,2
2HGDI2|27c94759227d7117297a47a0936ccecc3c4df98c,BHD,LHR,2018-02-12T04:21:32.991Z,2
2HGE3W|1a243189437dff9565fc40f033f7d8344510c693,DUB,SFO,2018-02-12T05:30:19.572Z,2
2HGE3W|1a243189437dff9565fc40f033f7d8344510c693,SFO,DUB,2018-02-12T05:30:19.572Z,2
2HGJ4S|a86094c5a23f79691c5e0f5cc04c64af2a6c0c44,DUB,YYZ,2018-02-12T08:37:08.755Z,2
2HGJ4S|a86094c5a23f79691c5e0f5cc04c64af2a6c0c44,YYZ,DUB,2018-02-12T08:37:08.755Z,2
2HGL82|8fc18e439edc5021e32d7ed44e33a33112288fbc,LBA,DUB,2018-02-12T09:28:00.159Z,2
2IV8J2|fc78666e584ff6cb0a20c9f5805545ce6975d1ae,JFK,SNN,2018-02-12T00:12:10.943Z,2
2IV8J2|fc78666e584ff6cb0a20c9f5805545ce6975d1ae,SNN,JFK,2018-02-12T00:12:10.943Z,2
2IV8RN|bc55fbd21292e0658f7c5ca7310d021cd7617bb1,BOS,GLA,2018-02-12T00:16:36.704Z,2
2IV8RN|bc55fbd21292e0658f7c5ca7310d021cd7617bb1,EDI,BOS,2018-02-12T00:16:36.704Z,2
2IVAEW|3db74881fc238c61fa508e45a128ba26f0dd8d6b,MAN,ORK,2018-02-12T00:28:28.220Z,2
2IVAEW|3db74881fc238c61fa508e45a128ba26f0dd8d6b,ORK,MAN,2018-02-12T00:28:28.220Z,2
2IVANN|aa5aa31255bb944c8c617d15ed11ea0371157ef6,BOS,DUB,2018-02-12T00:32:11.764Z,2
2IVANN|aa5aa31255bb944c8c617d15ed11ea0371157ef6,DUB,BOS,2018-02-12T00:32:11.764Z,2
2IVAXW|de386cdaf357a36caedcadf713f29653a376ec7f,BOS,DUB,2018-02-12T00:49:22.501Z,2
2IVAXW|de386cdaf357a36caedcadf713f29653a376ec7f,DUB,BOS,2018-02-12T00:49:22.501Z,2
2IVB2S|dcb85fc6544209b89e51234987094b4ab4c9b4e9,DUB,BRS,2018-02-12T00:53:50.761Z,2
2IVB2S|dcb85fc6544209b89e51234987094b4ab4c9b4e9,NCL,DUB,2018-02-12T00:53:50.761Z,2
2IVBY6|efee558d564af163ff939e82a0b0f1990926bf51,DUB,IOM,2018-02-12T01:37:12.825Z,2
2IVITN|2681577bd12b1abe0bff35645a7034ef76cf9283,DUB,GVA,2018-02-12T07:28:59.762Z,2
2IVITN|2681577bd12b1abe0bff35645a7034ef76cf9283,GVA,DUB,2018-02-12T07:28:59.762Z,2
2IVKR2|ea5560efe26a8bf748b4dadc11673b4e0ea0c36b,LHR,ORK,2018-02-12T08:39:00.402Z,2
2IVKR2|ea5560efe26a8bf748b4dadc11673b4e0ea0c36b,ORK,LHR,2018-02-12T08:39:00.402Z,2
2IVNGN|9644f00754601c59c6d045a04cb83736a0dc7918,DUB,LGW,2018-02-12T09:48:48.256Z,2
2IVNGN|9644f00754601c59c6d045a04cb83736a0dc7918,LGW,DUB,2018-02-12T09:48:48.256Z,2
2IVNKW|eb55f3c39f615f48b0f45e9bf7783de80a92d2a1,DUB,LHR,2018-02-12T09:51:38.926Z,2
2NFVJJ|ca70b5b9a3f99310130d2a084e1862c2e60ce648,DUB,ORD,2018-02-12T00:02:48.087Z,2
2NFVJJ|ca70b5b9a3f99310130d2a084e1862c2e60ce648,ORD,DUB,2018-02-12T00:02:48.087Z,2
2NFVNJ|4dc18db541deaf6234b74fd7cb771b31a40c6951,DUB,LIS,2018-02-12T00:13:18.320Z,2
2NFVNJ|4dc18db541deaf6234b74fd7cb771b31a40c6951,LIS,DUB,2018-02-12T00:13:18.320Z,2
2NFX2N|427d555bbb840391ea1cba706e2366a1171c80d6,LHR,DUB,2018-02-12T00:46:31.303Z,2
2NFXZ6|4217fd9ee317b86bfbfa37c487952dd32bed0226,DUB,LAX,2018-02-12T01:36:09.377Z,2
2NFXZ6|4217fd9ee317b86bfbfa37c487952dd32bed0226,LAX,DUB,2018-02-12T01:36:09.377Z,2
2NFYZW|0d2ac2d4673964a1584328203a0c1c7104ab634b,DUB,JFK,2018-02-12T02:38:32.471Z,2
2NFYZW|0d2ac2d4673964a1584328203a0c1c7104ab634b,JFK,SNN,2018-02-12T02:38:32.471Z,2
2NG626|066eac6315d257717ad1966e8bce9d11198b0eb5,BHD,LHR,2018-02-12T07:15:46.054Z,2
2NG6FB|805be969ea446d43f9eda035a101d00448c62638,DUB,LYS,2018-02-12T07:25:17.065Z,2
2NG6FB|805be969ea446d43f9eda035a101d00448c62638,LYS,DUB,2018-02-12T07:25:17.065Z,2
2NG8A2|0c8b36d52e9db947045df9017e5c945b87c4102e,DUB,MUC,2018-02-12T08:35:50.680Z,2
2NG8A2|0c8b36d52e9db947045df9017e5c945b87c4102e,MUC,DUB,2018-02-12T08:35:50.680Z,2
2NGAAW|75ad2da42810d635779cd5e2895b79a9e072eec9,DUB,YVR,2018-02-12T09:04:43.194Z,2
2NGAAW|75ad2da42810d635779cd5e2895b79a9e072eec9,YVR,DUB,2018-02-12T09:04:43.194Z,2
2NGAIW|90c35c3dbd363a3c45cd45d517f2a6b600647b1a,AGP,ORK,2018-02-12T09:11:00.985Z,2
2NGAIW|90c35c3dbd363a3c45cd45d517f2a6b600647b1a,ORK,AGP,2018-02-12T09:11:00.985Z,2
2NGBKN|7487ebccb506eba2cca5e93e07d124f49c5db042,LPA,ORK,2018-02-12T09:38:13.840Z,2
2NGBKN|7487ebccb506eba2cca5e93e07d124f49c5db042,ORK,LPA,2018-02-12T09:38:13.840Z,2
2NGBZS|5b2272f8d7c2e3b498259e930e5c9848285361ff,DUB,MUC,2018-02-12T09:51:38.930Z,2
2NGBZS|5b2272f8d7c2e3b498259e930e5c9848285361ff,MUC,DUB,2018-02-12T09:51:38.930Z,2
2NQ3EB|72cf8b67d1694255d08a850c91dcb55958eebc4d,BOS,MAN,2018-02-12T00:10:01.941Z,2
2NQ3EB|72cf8b67d1694255d08a850c91dcb55958eebc4d,MAN,BOS,2018-02-12T00:10:01.941Z,2
2NQ4HW|1039f3084b2322ddc69da4291b899b9efd8337cc,DUB,MUC,2018-02-12T00:29:12.792Z,2
2NQ4HW|1039f3084b2322ddc69da4291b899b9efd8337cc,MUC,DUB,2018-02-12T00:29:12.792Z,2
2NQ5RS|c498afc1ea98adfd3fe2ce4fe4b5256c600c0c45,DUB,LAX,2018-02-12T01:46:22.665Z,2
2NQ5RS|c498afc1ea98adfd3fe2ce4fe4b5256c600c0c45,LAX,DUB,2018-02-12T01:46:22.665Z,2
2NQ5TN|725e9776a12edfe6d3e04225acc38e90f182de4d,DUB,SFO,2018-02-12T01:49:12.190Z,2
2NQ5TN|725e9776a12edfe6d3e04225acc38e90f182de4d,SFO,DUB,2018-02-12T01:49:12.190Z,2
2NQ6GN|e3ea0e0afb24082a23f159ff3d32cc1cd9627648,DUB,EDI,2018-02-12T02:41:43.731Z,2
2NQ7H2|5387a7cfda54d520d561b40ef5c789faac7e8ce2,DUB,LAX,2018-02-12T03:54:53.721Z,2
2NQ7H2|5387a7cfda54d520d561b40ef5c789faac7e8ce2,LAX,DUB,2018-02-12T03:54:53.721Z,2
2NQ84S|1d2b91f3475913e41a0f3a30830fb75430316c86,EDI,SNN,2018-02-12T04:43:56.895Z,2
2NQDXB|c001bd14241bf8a719fb854adaf7ac38f0bea995,DUB,VIE,2018-02-12T08:07:50.963Z,2
2NQDXB|c001bd14241bf8a719fb854adaf7ac38f0bea995,VIE,DUB,2018-02-12T08:07:50.963Z,2
2NQF7F|e75e7b5d51b67a20d5dedaecd38ff4ac7a905cab,BHX,DUB,2018-02-12T08:47:41.041Z,2
2NQF7F|e75e7b5d51b67a20d5dedaecd38ff4ac7a905cab,DUB,BHX,2018-02-12T08:47:41.041Z,2
2NQFXN|10065b1a393c9480d1a96340f2663451d687f78b,ALC,DUB,2018-02-12T09:05:44.942Z,2
2NQFXN|10065b1a393c9480d1a96340f2663451d687f78b,DUB,ALC,2018-02-12T09:05:44.942Z,2
2NQG8F|3c5f0120844c91269c75d23aa9ec9c97943f5f05,DUB,TFS,2018-02-12T09:15:15.276Z,2
2NQG8F|3c5f0120844c91269c75d23aa9ec9c97943f5f05,TFS,DUB,2018-02-12T09:15:15.276Z,2
2NQHMW|50fd2c6c63d271389a827f87b36d21491d213b2b,CFN,GLA,2018-02-12T09:52:39.856Z,2
2NQHMW|50fd2c6c63d271389a827f87b36d21491d213b2b,GLA,CFN,2018-02-12T09:52:39.856Z,2
2PBE3N|cfa721b2bf45386cbe88442b1dee7afb5697685f,DUB,EDI,2018-02-12T00:20:16.228Z,2
2PBF2F|d1d510ec2db07bcb430785cc5d3c5f3faf5065e0,LHR,BHD,2018-02-12T00:42:18.892Z,2
2PBF3N|5ca89c3b3a296daf721fcd78bd9bf3d138274e91,DUB,SEA,2018-02-12T01:17:54.793Z,2
2PBF3N|5ca89c3b3a296daf721fcd78bd9bf3d138274e91,SEA,DUB,2018-02-12T01:17:54.793Z,2
2PBGFJ|0d806156c4982ded68a0b92f4285a3b428820c66,BOS,GLA,2018-02-12T01:55:03.119Z,2
2PBGFJ|0d806156c4982ded68a0b92f4285a3b428820c66,GLA,BOS,2018-02-12T01:55:03.119Z,2
2PBKLF|3cfb143c3cd3120f061c67cc47ee595ee089f4fa,BHD,LHR,2018-02-12T06:12:21.751Z,2
2PBKWN|8d0d55dac402ed22bcc7aa5ad8aae3f21c1419e9,VCE,DUB,2018-02-12T06:21:29.723Z,2
2PBQ4J|d7630b8ebf14a5a4c68b7f6597def529b39c12fc,DUB,TXL,2018-02-12T08:57:12.044Z,2
2PBQ4J|d7630b8ebf14a5a4c68b7f6597def529b39c12fc,TXL,DUB,2018-02-12T08:57:12.044Z,2
2PBQWF|681f3a39f6fd5d707e086df05f7392beb07852e5,AMS,ORK,2018-02-12T09:19:20.602Z,2
2PBQWF|681f3a39f6fd5d707e086df05f7392beb07852e5,DUB,AMS,2018-02-12T09:19:20.602Z,2
2PBQYF|b90add76e5ce4c7f8a1ffe871d82abaf98fbb487,DUB,JFK,2018-02-12T09:20:56.519Z,2
2PBQYF|b90add76e5ce4c7f8a1ffe871d82abaf98fbb487,JFK,DUB,2018-02-12T09:20:56.519Z,2
2PS4CW|bad9dd4bde0dbf009b7697398d2b048ba1af0216,DUB,LIS,2018-02-12T00:25:47.604Z,2
2PS4CW|bad9dd4bde0dbf009b7697398d2b048ba1af0216,LIS,DUB,2018-02-12T00:25:47.604Z,2
2PS4DW|3f11e7a2c36d30e3eb6c9fe38b9e8566a48b0879,DUB,BCN,2018-02-12T00:29:23.627Z,2
2PS4DW|3f11e7a2c36d30e3eb6c9fe38b9e8566a48b0879,MCO,DUB,2018-02-12T00:29:23.627Z,2
2PS5HS|0db567b3f43b7b35a6a93690f5cc57906520ee39,DUB,FCO,2018-02-12T01:26:19.116Z,2
2PS5XS|1eee7e0b0cf25c042671f043e226fb1dbdb81246,DUB,GLA,2018-02-12T01:55:50.929Z,2
2PS62F|3d6694b8910bbdbaa2376155665048b3c91714e7,LGW,DUB,2018-02-12T02:07:35.850Z,2
2PS6A2|9cb2e6667ea364a0db9b5879fb070cbfb61271d8,DUB,LAX,2018-02-12T02:26:26.335Z,2
2PS6A2|9cb2e6667ea364a0db9b5879fb070cbfb61271d8,LAX,DUB,2018-02-12T02:26:26.335Z,2
2PS6LB|59614f5d9b097cf06143bed424e6592c27664e66,DUB,JFK,2018-02-12T02:39:25.694Z,2
2PS6LB|59614f5d9b097cf06143bed424e6592c27664e66,JFK,DUB,2018-02-12T02:39:25.694Z,2
2PS7A6|5601137e6242a1036c3368c226fc3550ef577c12,DUB,VCE,2018-02-12T03:22:52.725Z,2
2PSCM6|25cb24c7bff4ccd21f128bac38af053862e2f27a,BUD,DUB,2018-02-12T07:12:22.858Z,2
2PSCM6|25cb24c7bff4ccd21f128bac38af053862e2f27a,DUB,BUD,2018-02-12T07:12:22.858Z,2
2PSETS|0ec82ac6094e61f294809dd3c13928516ddf70cd,DUB,LIN,2018-02-12T08:31:11.813Z,2
2PSETS|0ec82ac6094e61f294809dd3c13928516ddf70cd,LIN,DUB,2018-02-12T08:31:11.813Z,2
2PSG3N|8be2476ae604760c6b76f3d98d28f78be80071eb,DUB,MRS,2018-02-12T09:06:59.348Z,2
2PSG3N|8be2476ae604760c6b76f3d98d28f78be80071eb,MRS,DUB,2018-02-12T09:06:59.348Z,2
2PSGH6|f57dceed07f119d824c97c984072ee53bd3bbf42,LHR,BHD,2018-02-12T09:19:49.459Z,2
2QD5FN|b807ec11dffdae71497524e671ff622571f98c62,BHX,ORK,2018-02-12T00:02:28.352Z,2
2QD6D2|9e61a85455c92bc487dcb86d51fbe0c2b835360b,DUB,LGW,2018-02-12T00:24:44.581Z,2
2QD6D2|9e61a85455c92bc487dcb86d51fbe0c2b835360b,LGW,DUB,2018-02-12T00:24:44.581Z,2
2QD8ZB|39e28f07c5e5c11055bf33fe39230f3929cd7844,FCO,ORD,2018-02-12T02:55:32.728Z,2
2QD8ZB|39e28f07c5e5c11055bf33fe39230f3929cd7844,ORD,VCE,2018-02-12T02:55:32.728Z,2
2QDA7J|15a5fe2a49668c890fa911656b2d54df6ccf69a2,LGW,DUB,2018-02-12T03:20:31.763Z,2
2QDESS|da8fb43a231555c71e7a34bb0096ec0851ca2dd5,DUB,MRS,2018-02-12T07:14:50.603Z,2
2QDESS|da8fb43a231555c71e7a34bb0096ec0851ca2dd5,MRS,DUB,2018-02-12T07:14:50.603Z,2
2QDF7J|3d44d5a6afabdf13058daffd1ca5a6b7973ecac5,LHR,DUB,2018-02-12T07:30:40.745Z,2
2QDFEJ|d496c091ddcf9c614be842dd458fd753b4077049,EDI,ORK,2018-02-12T07:34:42.908Z,2
2QDHIW|6a8748d06264d6688b29c2c5cc9d2e127346e8e3,BDL,DUB,2018-02-12T08:53:12.974Z,2
2QDHIW|6a8748d06264d6688b29c2c5cc9d2e127346e8e3,DUB,BDL,2018-02-12T08:53:12.974Z,2
2QDHVS|681f3a39f6fd5d707e086df05f7392beb07852e5,AMS,ORK,2018-02-12T09:04:27.881Z,2
